License #,Status,Entity Name,Trade Name,Address,Class,Type 
A BRA -099054,Active,"Tartufo, LLC",Tartufo,"4910 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -099065,Active,EL SOL LLC,EL SOL RESTAURANT & TEQUILERIA,"1227 11TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -099210,Active,"Neighborhood Restaurant Group XXIII, LLC",EatBar,"413 8th ST SE, WASHINGTON, DC",C,Restaurant 
A BRA -099260,Active,Freehand LLC,Kyirisan,"1924 8th ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -099323,Active,"201 Upshur Hospitality, LLC",Slash Run,"201 UPSHUR ST NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -099385,Active,J Shoo & Sun A Inc.,Kenny's Smokehouse,"732 MARYLAND AVE NE, Washington, DC 20002",C,Restaurant 
A BRA -099451,Active,Flores LLC,Joselyn Restaurant Bar & Lounge,"3303 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -099452,Active,ACOSTAS GROUP Corporation,DC Grill Express,"1917 18th ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -099556,Active,"Independence 4 U, LLC",Declaration,"804 V ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -099558,Active,Espita 1 - Shaw LLC,Espita Mezcaleria,"1250 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -099569,Active,"IMM ON ""H"", LLC",Imm On H,"1360 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -099597,Active,Blazin Wings Inc,Buffalo Wild Wings,"1220 HALF ST SW, WASHINGTON, DC 20024",C,Restaurant 
A BRA -099730,Active,"American Multi- Cinema, Inc.",AMC Theatres Georgetown 14,"3111 K ST NW, #THEATR, WASHINGTON, DC 20007",C,Restaurant 
A BRA -099818,Active,"Silkari East, Inc.",Kouzina Authentic Greek Restaurant,"3234 PROSPECT ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -099839,Active,"Neighborhood Restaurant Group XXIV, LLC",Hazel,"808 V ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -099889,Active,"Prospect DC, LLC",Prospect DC,"1214 U ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -099954,Active,Esencias Panamenas LLC,Esencias Panamenas,"3322 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -100140,Active,"Alta Strada-City Vista, LLC",Alta Strada,"465 K ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -100266,Active,Latitude 38 LLC,A rchipelago,"1201 U ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -100267,Active,Las Placitas Inc.,Las Placitas,"1100 8TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -100280,Active,DC BORN & BREAD LLC,The Greenbee Cafe,"1129 20TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -100284,Active,Tasty Burger DC1 LLC,Tasty Burger,"2108 8TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -100288,Active,"Cape Point Group, LLC",Lincoln Park Kitchen/Wine Bar,"106 13TH ST SE, Washington, DC 20003",C,Restaurant 
A BRA -100297,Active,"Hiwot Ethiopian Restaurant & Market, LLC",Hiwot Ethiopian Restaurant & Market,"5333 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -100387,Active,"Via Umbria, LLC",Via Umbria,"1525 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -100407,Active,MS. HANA LLC.,Mignot,"4815 GEORGIA AVE NW, WASHINGTON, DC 20011",C,Restaurant 
A BRA -100490,Active,"Dreamogawa, Inc.",Sushi Ogawa,"2100 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -100533,Active,"Mango Concepts, LLC",Mango Tree,"929 H ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -100631,Active,"Meskerem Abebe, LLC",Right Spot,"1917 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -100675,Active,FLORIDA AVENUE GRILL LLC,FLORIDA AVENUE GRILL,"1100 FLORIDA AVE NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -100753,Active,"Atlantic Bar, LLC",Crisp,"1837 1ST ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -101093,Active,KCC Entertainment Inc.,Club 2020 Bar & Lounge,"2434 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -101102,Active,"City Tap House 901 DC, LLC",City Tap House,"901 9TH ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -101276,Active,"Czars 11, LLC",Czars 11,"2309 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -101295,Active,Uni Corp.,Uni Bistro,"403 H ST NE, WASHINGTON, DC 20002",C,Restaurant 
A BRA -101301,Active,"Upshur Hospitality, LLC",Alfie's,"3301 GEORGIA AVE NW, WASHINGTON, DC 20010",C,Restaurant 
A BRA -101370,Active,"Bhujn, LLC",Himalayan Heritage Restaurant and Bar,"2305 18TH ST NW, #00001, WASHINGTON, DC 20009",C,Restaurant 
A BRA -101430,Active,Da Hong Pao LLC,Da Hong Pao,"1409 14TH ST NW, #01409, WASHINGTON, DC 20005",C,Restaurant 
A BRA -101583,Active,"Bohemian Restaurants, LLC",Bistro Bohem,"1840 6th ST NW, WASHINGTON, DC 20001",C,Restaurant 
A BRA -101732,Active,RUSA Management LLC,Duke's Counter,"3000 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -101916,Active,"URBN 14th Street, LLC",Pizzeria Vetri,"2221 14TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -102120,Active,"Beefsteak Operator, LLC",Beefsteak,"4531 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -102180,Active,"M & M Bar and Restuarant, LLC",Asmara Lounge and Restaurant,"2218 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -102500,Active,"Betty's Gojo Restaurant and Lounge, LLC",Betty's Gojo,"7616 GEORGIA AVE NW, WASHINGTON, DC 20012",C,Restaurant 
A BRA -000168,Active,"G and G Investments, Inc.",Trio Rest & Fox & Hounds Lounge,"1537 17TH ST NW, Washington, DC 20036",C,Restaurant 
A BRA -000259,Active,Mr. Henry's Inc.,Mr. Henry's,"601 PENNSYLVANIA AVE SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -000377,Active,Deauville Inc.,The Monocle,"107 D ST NE, Washington, DC 20002",C,Restaurant 
A BRA -000514,Active,"KYW, Inc.",Wah Sing Restaurant,"2521 PENNSYLVANIA AVE SE, Washington, DC 20020",C,Restaurant 
A BRA -000585,Active,"Old Europe, Inc.",Old Europe,"2434 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -000604,Active,1218 Wisconsin Incorporated,El Centro D. F.,"1218 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -000705,Active,Post Pub Inc.,Post Pub,"1422 L ST NW, Washington, DC 20005",C,Restaurant 
A BRA -000753,Active,Calvert Restaurant Inc.,Mama Ayesha's Calvert Restaurant,"1967 CALVERT ST NW, Washington, DC 20009",C,Restaurant 
A BRA -000850,Active,P & P Corp,La Chaumiere,"2813 M ST NW, Washington, DC 20007",C,Restaurant 
A BRA -000979,Active,Thyme Inc.,Restaurant Nora,"2130 FLORIDA AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -001015,Active,Louie and Associates Inc.,Magic Gourd Restaurant,"528 23RD ST NW, Washington, DC 20037",C,Restaurant 
A BRA -001151,Active,The Washington Palm Inc.,The Washington Palm,"1225 19TH ST NW, Washington, DC 20036",C,Restaurant 
A BRA -001269,Active,"Exchange Industries, Incorporated","Exchange, LTD.","1730 PENNSYLVANIA AVE NW, Washington, DC 20006",C,Restaurant 
A BRA -001428,Active,"Bistro Francais, Ltd",Bistro Francais,"3124 M ST NW, Washington, DC 20007",C,Restaurant 
A BRA -001448,Active,Tamakin Inc.,Yosaku Restaurant,"4712 WISCONSIN AVE NW, Washington, DC 20016",C,Restaurant 
A BRA -001469,Active,The Prime Rib Inc.,The Prime Rib,"2020 K ST NW, #B, Washington, DC 20006",C,Restaurant 
A BRA -001750,Active,"Spring Valley Enterprises, Inc.",Decarlos Restaurant,"4822 YUMA ST NW, Washington, DC 20016",C,Restaurant 
A BRA -001845,Active,"C T Chiang of Washington, Inc.",Chalin's Restaurant,"1912 I ST NW, Washington, DC 20006",C,Restaurant 
A BRA -001910,Active,888 Incorporated,The Front Page Restaurant & Grille,"1333 NEW HAMPSHIRE AVE NW, Washington, DC 20036",C,Restaurant 
A BRA -003618,Active,"Georgetown Restaurant, Corp.",Filomena,"1063 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -003664,Active,"Cafe Mozart, Inc.",Cafe Mozart,"1331 H ST NW, Washington, DC 20005",C,Restaurant 
A BRA -003880,Active,"Morton's of Chicago/Washington, DC, Inc.",Morton's The Steakhouse/ Bar 21,"3251 PROSPECT ST NW, #C--4, WASHINGTON, DC 20007",C,Restaurant 
A BRA -006044,Active,The Walrus Corporation,Old Ebbitt Grill,"675 15TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -006251,Active,"El Chalan, Inc.",El Chalan,"1922 I ST NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -007053,Active,The Billiken Corp,Perry's Restaurant,"1811 COLUMBIA RD NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -007792,Active,"Bread & Chocolate, Inc.",Bread & Chocolate,"5542 CONNECTICUT AVE NW, Washington, DC 20009",C,Restaurant 
A BRA -007880,Active,Cheng Restaurant Corporation,Tony Chengs Mongolian Barbeque,"619 H ST NW, #A, Washington, DC 20001",C,Restaurant 
A BRA -007930,Active,"Steaks Unlimited, Inc.",Annie's Paramount Steak House,"1609 17TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -008004,Active,Melben Inc.,Paper Moon,"1069 31ST ST NW, Washington, DC 20007",C,Restaurant 
A BRA -008946,Active,Trattoria Alberto Inc.,Trattoria Alberto,"504 8TH ST SE, Washington, DC 20003",C,Restaurant 
A BRA -008949,Active,"H L S, Inc.",Dupont Italian Kitchen,"1637 17TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -009239,Active,"The City Limits, Inc.",1789 Restaurant Tombs F Scotts,"1224 36TH ST NW, Washington, DC 20007",C,Restaurant 
A BRA -009480,Active,"Zandamn, Inc.",New Heights,"2317 CALVERT ST NW, Washington, DC 20008",C,Restaurant 
A BRA -009655,Active,New Japan Inc.,Sushi Taro,"1503 17TH ST NW, Washington, DC 20036",C,Restaurant 
A BRA -010242,Active,R E S Restaurant Inc.,Primi Piatti,"2013 I ST NW, Washington, DC 20006",C,Restaurant 
A BRA -010284,Active,Adams Morgan Spaghetti Gardens Inc.,Spaghetti Garden Brass Monkey Peyote Roxanne,"2317 18th ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -010664,Active,"Obelisk, Inc.",Obelisk,"2029 P ST NW, #A, Washington, DC 20036",C,Restaurant 
A BRA -010762,Active,Dancing Crab of Washington Harbour Ltd Partnership,Tony & Joe's Seafood Place,"3000 K ST NW, #A, Washington, DC 20007",C,Restaurant 
A BRA -010810,Active,Canal Square Restaurant Corporation,The Sea Catch,"1054 31ST ST NW, Washington, DC 20007",C,Restaurant 
A BRA -011228,Active,R Street Restaurant Corporation,La Tomate,"1703 CONNECTICUT AVE NW, Washington, DC 20009",C,Restaurant 
A BRA -011479,Active,"Winners Chinatown, Inc.",Chinatown Express,"746 6TH ST NW, Washington, DC 20001",C,Restaurant 
A BRA -011730,Active,Jumbo Seafood Restaurant Inc.,Tony Cheng's Seafood Restaurant,"619 H ST NW, #B, Washington, DC 20001",C,Restaurant 
A BRA -011919,Active,Kramer Books & Afterwords Inc.,Kramerbooks & A fterwords,"1517 CONNECTICUT AVE NW, Washington, DC 20036",C,Restaurant 
A BRA -012331,Active,President & Director of Georgetown College,Leavey Center,"3800 RESERVOIR RD NW, #A, Washington, DC 20007",C,Restaurant 
A BRA -012438,Active,Bombay Club Inc.,The Bombay Club,"815 CONNECTICUT AVE NW, Washington, DC 20006",C,Restaurant 
A BRA -012545,Active,I Ricchi Inc.,I Ricchi,"1220 19TH ST NW, #B, Washington, DC 20036",C,Restaurant 
A BRA -012993,Active,"Rosewood Regency Co., Inc.",Bua Restaurant & Bar,"1635 P ST NW, Washington, DC 20036",C,Restaurant 
A BRA -013218,Active,La Taberna Del Alabardero Inc,Taberna Del Alabardero,"1776 I ST NW, Washington, DC 20006",C,Restaurant 
A BRA -013738,Active,"Los Amigos of DC, Inc.",Alero Restaurant,"3500 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -013995,Active,Parthenon Inc.,Parthenon Restaurant & Chevy Chase Lounge,"5510 CONNECTICUT AVE NW, Washington, DC 20015",C,Restaurant 
A BRA -014125,Active,"ROTINI, INC.",Ristorante Piccolo,"1068 31ST ST NW, Washington, DC 20007",C,Restaurant 
A BRA -014130,Active,"Hard Rock Cafe International (STP), Inc.",Hard Rock Cafe,"999 E ST NW, WASHINGTON, DC 20463",C,Restaurant 
A BRA -014225,Active,"LPM, Inc.",Cactus Cantina,"3300 WISCONSIN AVE NW, Washington, DC 20016",C,Restaurant 
A BRA -014389,Active,Three D Corporation,Lebanese Taverna,"2641 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -014760,Active,The Cheesecake Factory RestaurantsInc.,The Cheesecake Factory,"5345 WISCONSIN AVE NW, Washington, DC 20015",C,Restaurant 
A BRA -014963,Active,TRC Inc.,Sakana Japanese Restaurant,"2026 P ST NW, Washington, DC 20036",C,Restaurant 
A BRA -015934,Active,"Don Juan Restaurant, Inc.",Don Juan Restaurant & Carryout,"1660 LAMONT ST NW, Washington, DC 20010",C,Restaurant 
A BRA -015941,Active,"Corado's Restaurant, Inc.",Corado's Guatemalan Restaurant,"3217 MT PLEASANT ST NW, Washington, DC 20010",C,Restaurant 
A BRA -016129,Active,Talay Thai Inc.,Talay Thai Restaurant,"406 1ST ST SE, Washington, DC 20003",C,Restaurant 
A BRA -016332,Active,"Guapo's Restaurant, Inc.",Guapo's Restaurant,"4515 WISCONSIN AVE NW, Washington, DC 20016",C,Restaurant 
A BRA -016357,Active,"La Lomita, Inc.",La Lomita Restaurant,"1330 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Restaurant 
A BRA -017235,Active,Vie De France Yamazaki Inc.,Vie De France,"600 MARYLAND AVE SW, #B, Washington, DC 20024",C,Restaurant 
A BRA -017247,Active,Prospect Cafe Milano Inc.,Cafe Milano,"3251 PROSPECT ST NW, #E, Washington, DC 20007",C,Restaurant 
A BRA -017308,Active,"PPT, Inc.",Nick's Riverside Grille,"3050 K ST NW, #A, Washington, DC 20007",C,Restaurant 
A BRA -019105,Active,Tapas Y Mas Inc.,Jaleo,"480 7TH ST NW, Washington, DC 20004",C,Restaurant 
A BRA -019300,Active,Silver Rooster Corporation,Makoto Restaurant,"4822 MACARTHUR BLVD NW, #A, Washington, DC 20007",C,Restaurant 
A BRA -020060,Active,Bertucci's Restaurant Corporation,Bertucci's Brick Oven Pizzeria,"2000 PENNSYLVANIA AVE NW, WASHINGTON, DC 20006",C,Restaurant 
A BRA -020080,Active,"Half-Baked, Inc.",Vidalia,"1990 M ST NW, Washington, DC 20036",C,Restaurant 
A BRA -020177,Active,CSM Inc.,Otello,"1329 CONNECTICUT AVE NW, Washington, DC 20036",C,Restaurant 
A BRA -020251,Active,Little Fountain Cafe Inc.,Little Fountain Cafe/A ngles,"2339 18TH ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -020468,Active,Humberto Lopez,Restaurant Judy,"2212 14TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -020640,Active,"Shamiana, LLC",Heritage India/Malgudi,"2400 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -020711,Active,"Kabila, Inc.",Thunder Burger & Bar,"3056 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -021395,Active,Oval Room LLC,The Oval Room,"800 CONNECTICUT AVE NW, #A, Washington, DC 20006",C,Restaurant 
A BRA -021540,Active,"Haad Thai Restaurant, Inc.",Haad Thai Restaurant,"1100 NEW YORK AVE NW, #C, Washington, DC 20005",C,Restaurant 
A BRA -021599,Active,"D B Restaurant, Inc.",Arucola,"5534 CONNECTICUT AVE NW, Washington, DC 20015",C,Restaurant 
A BRA -021676,Active,Yanlim Inc.,Spices Restaurant,"3333 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -021918,Active,"Cec, Inc.",Bistro Lepic,"1736 WISCONSIN AVE NW, Washington, DC 20007",C,Restaurant 
A BRA -022027,Active,"Clyde's of Georgetown, Inc.",Clyde's,"3236 M ST NW, Washington, DC 20007",C,Restaurant 
A BRA -022105,Active,Red River Grill L L C,Union Pub,"201 MASSACHUSETTS AVE NE, Washington, DC 20002",C,Restaurant 
A BRA -022889,Active,Serengeti Entertainment Group Inc.,Serengeti,"6210 GEORGIA AVE NW, #A, Washington, DC 20011",C,Restaurant 
A BRA -022928,Active,Thai Chef Inc.,Thai Chef,"1712 CONNECTICUT AVE NW, Washington, DC 20009",C,Restaurant 
A BRA -023471,Active,"Wing Fu, Corp.",Harmony Cafe,"3287 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -023539,Active,"Vangho, Corp.",Bistro Italiano,"320 D ST NE, Washington, DC 20002",C,Restaurant 
A BRA -023745,Active,Lalibela Inc.,Lalibela Ethiopian Restaurant,"1415 14TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -023794,Active,"Grillfish of Washington DC, LLC",Grillfish,"1200 NEW HAMPSHIRE AVE NW, #B, Washington, DC 20036",C,Restaurant 
A BRA -023816,Active,"Miss Saigon Of Georgetown,Inc.",Miss Saigon,"3057 M ST NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -023943,Active,"DMM, LLC.",Raku-Ya,"1900 Q ST NW, Washington, DC 20036",C,Restaurant 
A BRA -024197,Active,"Multi-management, Inc.",Habana Village,"1834 COLUMBIA RD NW, Washington, DC 20009",C,Restaurant 
A BRA -024326,Active,"Morton's of Chicago/Washington Square, Inc.",Morton's The Steakhouse/ Bar 21,"1050 CONNECTICUT AVE NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -024338,Active,Mauricio V. Arias,El Rinconcito Cafe,"1129 11TH ST NW, Washington, DC 20001",C,Restaurant 
A BRA -024470,Active,Magic Meals Inc.,Nooshi,"1120 19TH ST NW, WASHINGTON, DC 20036",C,Restaurant 
A BRA -024748,Active,V A Assoc. I Limited Partnership,Cafe Soleil,"839 17TH ST NW, Washington, DC 20006",C,Restaurant 
A BRA -024814,Active,Lauriol Plaza Inc.,Lauriol Plaza Restaurant,"1835 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -024834,Active,"Columbia Station, Inc.",Columbia Station,"2325 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -025040,Active,"Panda Rice Bowl, Inc.",East St Cafe,"50 MASSACHUSETTS AVE NE, #K, Washington, DC 20002",C,Restaurant 
A BRA -025084,Active,1801 Corporation,Rosemary's Thyme Bistro,"1801 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -025153,Active,Al-Hamd Incorporated,Aatish On The Hill,"609 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Restaurant 
A BRA -025217,Active,"Best Hunan, Inc.",Banana Leaves,"2020 FLORIDA AVE NW, #B, Washington, DC 20009",C,Restaurant 
A BRA -025268,Active,"Cady's Alley Restaurant Concepts, LLC",Leopold's Kafe Konditorei/L2,"3315 Cady's Alley AL NW, WASHINGTON, DC",C,Restaurant 
A BRA -025298,Active,Thoi Foods Inc.,Nam-viet Pho 79,"3419 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -025496,Active,"Matisse Bar & Grill, LLC",Matisse Bar & Grill,"4934 WISCONSIN AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -025526,Active,"Cafe Ole, LLC",Cafe Ole,"4000 WISCONSIN AVE NW, Washington, DC 20016",C,Restaurant 
A BRA -025620,Active,"Ardeo, LLC",A rdeo/Bardeo/Bindaas,"3309 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -025781,Active,Tryst Incorporated,Tryst,"2459 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -025796,Active,"Chinatown Garden, Inc.",Chinatown Garden Restaurant,"618 H ST NW, Washington, DC 20001",C,Restaurant 
A BRA -025832,Active,Peacock Cafe Inc.,Peacock Cafe,"3251 PROSPECT ST NW, #F, Washington, DC 20007",C,Restaurant 
A BRA -025982,Active,"Joyti Foods, Inc.",Jyoti Foods Cuisine,"2433 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -026006,Active,"Bivco, Inc.",Banana Cafe And Piano Bar,"500 8TH ST SE, Washington, DC 20003",C,Restaurant 
A BRA -026051,Active,La Loma Inc.,La Loma,"316 MASSACHUSETTS AVE NE, #A, Washington, DC 20002",C,Restaurant 
A BRA -026206,Active,Cairo Inc.,Medaterra,"2614 CONNECTICUT AVE NW, WASHINGTON, DC 20008",C,Restaurant 
A BRA -026246,Active,Tono Inc.,Tono-sushi Restaurant,"2605 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -026432,Active,McCormick & Schmick Restaurant Corp,Mccormick & Schmick Seafood Restaurant,"1652 K ST NW, Washington, DC 20006",C,Restaurant 
A BRA -026656,Active,"Harvest Moon, Inc.",Equinox,"818 CONNECTICUT AVE NW, #B, Washington, DC 20006",C,Restaurant 
A BRA -026658,Active,Ark Southwest D.C. Corp,Thunder Grill,"50 MASSACHUSETTS AVE NE, #P, Washington, DC 20002",C,Restaurant 
A BRA -026739,Active,"Sizzling Express III, Inc.",Sizzling Express,"600 PENNSYLVANIA AVE SE, Washington, DC 20003",C,Restaurant 
A BRA -060001,Active,S & W D.C. LLC,Smith & Wollensky,"1112 19TH ST NW, Washington, DC 20006",C,Restaurant 
A BRA -060003,Active,"Solloso, Inc.",El Rincon,"1826 COLUMBIA RD NW, Washington, DC 20009",C,Restaurant 
A BRA -060004,Active,2401 Restaurant Corp.,Marcel's,"2401 PENNSYLVANIA AVE NW, #B, Washington, DC 20037",C,Restaurant 
A BRA -060060,Active,"Bento Box, Inc.",Teasim,"400 8TH ST NW, Washington, DC 20004",C,Restaurant 
A BRA -060065,Active,"India Palace, LLC",Taj of India,"2807 M ST NW, Washington, DC 20007",C,Restaurant 
A BRA -060069,Active,"RJJJ Restaurant, Corporation",Bobby Van's Steakhouse,"805 15TH ST NW, Washington, DC 20005",C,Restaurant 
A BRA -060080,Active,Haile G. Bainosai,Selam Restaurant/Gold Room,"1524 U ST NW, WASHINGTON, DC 20009",C,Restaurant 
A BRA -060134,Active,"Alero, Inc.",Alero Restaurant-1,"1724 CONNECTICUT AVE NW, #A, Washington, DC 20009",C,Restaurant 
A BRA -060138,Active,"Cafe Dupont, LLC",Cafe Citron,"1343 CONNECTICUT AVE NW, Washington, DC 20036",C,Restaurant 
A BRA -060146,Active,"FDS Restaurant, Inc.",Petits Plats,"2653 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -060149,Active,Romain's Table Inc.,Romain's Table/The Diner,"2453 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -060194,Active,"Legal Sea Foods, LLC.",Legal Sea Foods,"702 7th ST NW, WASHINGTON, DC",C,Restaurant 
A BRA -060206,Active,"Capital Grille Holdings, Inc.",Capital Grille,"601 PENNSYLVANIA AVE NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -060244,Active,"RTI, Inc.",Il Tesoro,"4400 CONNECTICUT AVE NW, Washington, DC 20008",C,Restaurant 
A BRA -060249,Active,"Chef Geoff's, Inc.",Chef Geoff's,"3201 NEW MEXICO AVE NW, WASHINGTON, DC 20016",C,Restaurant 
A BRA -060256,Active,"Tosca, LLC",Tosca,"555 12TH ST NW, WASHINGTON, DC 20004",C,Restaurant 
A BRA -060278,Active,Khyber Pass Corp,Afghan Grill,"2309 CALVERT ST NW, Washington, DC 20008",C,Restaurant 
A BRA -060326,Active,"Big River Breweries, Inc.",Gordon Biersch Brewery Restaurant,"900 F ST NW, #B, Washington, DC 20004",C,Restaurant 
A BRA -060347,Active,Meze LLC,Meze,"2437 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -060352,Active,Two Amys LLC,Two Amys,"3715 MACOMB ST NW, Washington, DC 20016",C,Restaurant 
A BRA -060383,Active,Harlou Inc.,Tunnicliffs Tavern,"222 7TH ST SE, Washington, DC 20003",C,Restaurant 
A BRA -060387,Active,Wu's Corporation,Eat First,"609 H ST NW, Washington, DC 20001",C,Restaurant 
A BRA -060396,Active,"Sizzling Express-Columbia Plaza, Inc.",Sizzling Express,"538 23RD ST NW, Washington, DC 20037",C,Restaurant 
A BRA -060398,Active,Los Brothers Inc.,La Molienda,"3568 14TH ST NW, Washington, DC 20010",C,Restaurant 
A BRA -060401,Active,Zinat Inc.,Johnny Pistolas,"2333 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -060407,Active,"Billy Martin's Tavern, LLC",Billy Martins Tavern,"1264 WISCONSIN AVE NW, WASHINGTON, DC 20007",C,Restaurant 
A BRA -060422,Active,"La Goulu, Inc.",Montmartre/7th Hill,"327 7TH ST SE, WASHINGTON, DC 20003",C,Restaurant 
A BRA -060432,Active,Atsede Corporation,Nile Market & Kitchen,"7815 GEORGIA AVE NW, Washington, DC 20012",C,Restaurant 
A BRA -060438,Active,"Mezze and More, LLC",Zaytinya,"701 9TH ST NW, Washington, DC 20001",C,Restaurant 
A BRA -060447,Active,"Top Chef, Inc.",Wok and Roll,"604 H ST NW, Washington, DC 20001",C,Restaurant 
A BRA -060448,Active,Soussi Inc.,Soussi,"2228 18TH ST NW, Washington, DC 20009",C,Restaurant 
A BRA -060461,Active,"Buca Restaurants, Inc.",Buca Di Beppo,"1825 CONNECTICUT AVE NW, Washington, DC 20009",C,Restaurant 
